,aid,date,event,gender,gradeLevel,meet,result,state
1686,8680255,2018-Feb-17,800 Meters,m,11th Grade,Byron Nelson Bobcat Invitational,2:10.89,TX
1687,8680255,2018-Mar-16,800 Meters,m,11th Grade,Hebron Hawk Relays,2:19.97,TX
1688,8680255,2018-Mar-3,1600 Meters,m,11th Grade,Coppell Cowboy Relays,4:44.37SR,TX
1689,8680255,2018-Mar-16,1600 Meters,m,11th Grade,Hebron Hawk Relays,5:09.28,TX
1690,8680255,2018-Mar-17,1600 Meters,m,11th Grade,Texas Distance Festival,4:46.26,TX
1691,8680255,2018-Feb-17,3200 Meters,m,11th Grade,Byron Nelson Bobcat Invitational,10:26.55,TX
1692,8680255,2018-Mar-3,3200 Meters,m,11th Grade,Coppell Cowboy Relays,9:55.82SR,TX
1693,8680255,2018-Mar-8,3200 Meters,m,11th Grade,Lewisville Max Goldsmith Relays,10:01.01,TX
1694,8680255,2018-Mar-16,3200 Meters,m,11th Grade,Hebron Hawk Relays,10:26.76,TX
1695,1904937,2007-May-5,High Jump,f,Junior,New England Division III Championships 2007,NH,ME
1696,3788848,2017-Mar-4,400 Meters,m,12th Grade,Paul W. Bryant Invitational,56.99SR,AL
1697,3788848,2017-Apr-20,400 Meters,m,12th Grade,West Alabama Championship,57.22,AL
1698,3788848,2017-Mar-4,800 Meters,m,12th Grade,Paul W. Bryant Invitational,2:17.06,AL
1699,3788848,2017-Apr-1,800 Meters,m,12th Grade,Falcon Invitational,2:10.28,AL
1700,3788848,2017-Apr-29,800 Meters,m,12th Grade,AHSAA 4A Sectional 2,2:11.65,AL
1701,3788848,2017-Mar-4,1600 Meters,m,12th Grade,Paul W. Bryant Invitational,5:02.60,AL
1702,3788848,2017-Apr-1,1600 Meters,m,12th Grade,Falcon Invitational,5:00.62,AL
1703,3788848,2017-Apr-8,1600 Meters,m,12th Grade,Michael Spann Memorial Invitational,5:00.22SR,AL
1704,3788848,2017-Apr-29,1600 Meters,m,12th Grade,AHSAA 4A Sectional 2,5:07.58,AL
1705,3788848,2017-Apr-15,1 Mile,m,12th Grade,Mountain Brook Invitational,5:06.51,AL
1706,3788848,2017-Apr-15,2 Miles,m,12th Grade,Mountain Brook Invitational,12:09.16SR,AL
1707,3788848,1201-Dec-3,400 Meters,m,12th Grade,Magic City Invitational #1,57.14,AL
1708,3788848,1201-Jan-28,400 Meters,m,12th Grade,Last Chance Invitational,56.43,AL
1709,3788848,1201-Dec-3,800 Meters,m,12th Grade,Magic City Invitational #1,2:19.40,AL
1710,3788848,1201-Feb-4,800 Meters,m,12th Grade,AHSAA Indoor State Championships,2:17.66,AL
1711,3788848,1201-Dec-3,1600 Meters,m,12th Grade,Magic City Invitational #1,5:08.82,AL
1712,3788848,1201-Feb-4,1600 Meters,m,12th Grade,AHSAA Indoor State Championships,4:58.21,AL
1713,3788848,1201-Jan-28,3200 Meters,m,12th Grade,Last Chance Invitational,11:29.66,AL
1714,3788848,1201-Feb-4,3200 Meters,m,12th Grade,AHSAA Indoor State Championships,11:06.90,AL
1715,3788848,2016-Apr-23,400 Meters,m,11th Grade,Hewitt-Trussville Invitational,55.86,AL
1716,3788848,2016-Mar-26,800 Meters,m,11th Grade,Northridge Jaguar Invitational,2:20.36,AL
1717,3788848,2016-Apr-9,800 Meters,m,11th Grade,Central Tuscaloosa Falcon Invitational,2:19.54,AL
1718,3788848,2016-Apr-9,800 Meters,m,11th Grade,Falcon Invitational,2:19.54,AL
1719,3788848,2016-Apr-23,800 Meters,m,11th Grade,Hewitt-Trussville Invitational,2:11.32SR,AL
1720,3788848,2016-Mar-26,1600 Meters,m,11th Grade,Northridge Jaguar Invitational,5:15.76,AL
1721,3788848,2016-Apr-9,1600 Meters,m,11th Grade,Central Tuscaloosa Falcon Invitational,5:19.24,AL
1722,3788848,2016-Apr-9,1600 Meters,m,11th Grade,Falcon Invitational,5:19.24,AL
1723,3788848,2016-Apr-30,1600 Meters,m,11th Grade,AHSAA 4A Section 2,4:57.20,AL
1724,3788848,2016-May-7,1600 Meters,m,11th Grade,AHSAA 4A State Championships,5:02.90,AL
1725,3788848,2016-Apr-16,1 Mile,m,11th Grade,Mountain Brook Invitational,5:06.61SR,AL
1726,3788848,2016-Apr-21,3200 Meters,m,11th Grade,West Alabama HS Championship,11:44.03,AL
1727,3788848,2016-Apr-30,3200 Meters,m,11th Grade,AHSAA 4A Section 2,11:32.39,AL
1728,3788848,2016-Apr-16,2 Miles,m,11th Grade,Mountain Brook Invitational,11:19.65,AL
1729,3788848,2016-Apr-9,Pole Vault,m,11th Grade,Central Tuscaloosa Falcon Invitational,NH,AL
1730,3788848,2016-Apr-9,Pole Vault,m,11th Grade,Falcon Invitational,NH,AL
1731,3788848,1201-Jan-30,800 Meters,m,11th Grade,Last Chance Indoor Meet,2:22.53SR,AL
1732,3788848,1201-Jan-30,1600 Meters,m,11th Grade,Last Chance Indoor Meet,5:24.56,AL
1733,3788848,1201-Feb-6,1600 Meters,m,11th Grade,AHSAA 4A-5A Indoor State Championships,5:11.12SR,AL
1734,3788848,1201-Jan-30,3200 Meters,m,11th Grade,Last Chance Indoor Meet,12:10.53SR,AL
1735,292022,2009-May-26,200 Meters,m,11th Grade,WIAA Marquette Regional,24.26,WI
1736,292022,2009-May-26,200 Meters,m,11th Grade,WIAA Marquette Regional,25.22,WI
1737,292022,2008-Apr-15,200 Meters,m,10th Grade,39th Annual Mike Gain/House of Speed Invite,24.31SR,WI
1738,292022,2008-Apr-15,200 Meters,m,10th Grade,39th Annual Mike Gain/House of Speed Invite,24.61,WI
1739,292022,2008-May-13,200 Meters,m,10th Grade,GMC Outdoor Championships,24.44,WI
1740,292022,2008-May-19,200 Meters,m,10th Grade,WIAA D1 Regional Marquette,24.34,WI
1741,292022,2008-Apr-22,High Jump,m,10th Grade,Hale Relays,5' 8,WI
1742,292022,2008-Apr-22,Long Jump,m,10th Grade,Hale Relays,18' 11.5,WI
1743,292022,2008-Apr-30,Long Jump,m,10th Grade,GMC Relays,20' 7,WI
1744,292022,2008-May-13,Long Jump,m,10th Grade,GMC Outdoor Championships,20' 8.75,WI
1745,292022,2008-May-19,Long Jump,m,10th Grade,WIAA D1 Regional Marquette,19' 2.75,WI
1746,292022,2008-Apr-22,SMR 100-100-200-400m,m,10th Grade,"Hale RelaysMike Westrich, Joseph Klobukowski, John Green, Zeek Collins",1:38.43,WI
1747,292022,2008-Apr-30,SMR 100-100-200-400m,m,10th Grade,"GMC RelaysMike Westrich, Joseph Klobukowski, John Green, Michael Kohl",1:43.25,WI
1748,292022,2007-May-15,100 Meters,m,9th Grade,Greater Metro Conference Track Meet,12.31,WI
1749,292022,2007-May-21,100 Meters,m,9th Grade,WIAA D1 Regional West Allis Hale,12.52,WI
1750,292022,2007-May-15,200 Meters,m,9th Grade,Greater Metro Conference Track Meet,24.82SR,WI
1751,292022,2007-May-15,Long Jump,m,9th Grade,Greater Metro Conference Track Meet,18' 0.5SR,WI
1752,11156661,2017-Mar-9,200 Meters,f,9th Grade,Southeast Bulloch Meet,30.04c,GA
1753,11156661,2017-Mar-16,200 Meters,f,9th Grade,Southeast Bulloch,31.04c,GA
1754,11156661,2017-Mar-27,200 Meters,f,9th Grade,Southeast Bulloch Meet,29.97,GA
1755,11156661,2017-Mar-29,200 Meters,f,9th Grade,Derrick Plankenhorn Invitational,29.60,GA
1756,11156661,2017-Mar-31,200 Meters,f,9th Grade,Plankenhorn,29.60,GA
1757,11156661,2017-Apr-18,200 Meters,f,9th Grade,GHSA Region 3-AAA,31.59,GA
1758,11156661,2017-Mar-27,High Jump,f,9th Grade,Southeast Bulloch Meet,NH,GA
1759,11156661,2017-Mar-29,High Jump,f,9th Grade,Derrick Plankenhorn Invitational,NH,GA
1760,11156661,2017-Mar-31,High Jump,f,9th Grade,Plankenhorn,NH,GA
1761,5238125,2014-Mar-13,Javelin - 600g,f,11th Grade,Raider Relays -- Intrasquad,43' 0,OR
1762,5238125,2014-Apr-24,Javelin - 600g,f,11th Grade,MWC JV 4-way,DQ,OR
1763,5238125,2014-Mar-13,Long Jump,f,11th Grade,Raider Relays -- Intrasquad,11' 8SR,OR
1764,5238125,2013-Mar-21,"100m Hurdles - 33""",f,10th Grade,"Crescent Valley, Marist @ Cottage Grove",20.78,OR
1765,5238125,2013-Apr-3,"100m Hurdles - 33""",f,10th Grade,Dallas @ Crescent Valley,20.35,OR
1766,5238125,2013-Apr-12,"100m Hurdles - 33""",f,10th Grade,Canby Invitational,20.12,OR
1767,5238125,2013-Apr-17,"100m Hurdles - 33""",f,10th Grade,Mid-Willamette 4-Way @ Woodburn,20.38,OR
1768,5238125,2013-May-3,"100m Hurdles - 33""",f,10th Grade,Cotton Invite,21.79,OR
1769,5238125,2013-May-16,"100m Hurdles - 33""",f,10th Grade,Mid-Willamette Conference Championships -- Day 2,20.63,OR
1770,5238125,2013-Apr-3,"300m Hurdles - 30""",f,10th Grade,Dallas @ Crescent Valley,1:00.10,OR
1771,5238125,2013-Apr-5,"300m Hurdles - 30""",f,10th Grade,Laker Classic Invitational,57.54c,OR
1772,5238125,2013-Apr-12,"300m Hurdles - 30""",f,10th Grade,Canby Invitational,57.73,OR
1773,5238125,2013-Mar-13,High Jump,f,10th Grade,Raider Relays (intrasquad),3' 10,OR
1774,5238125,2013-Mar-13,Long Jump,f,10th Grade,Raider Relays (intrasquad),11' 7.5,OR
1775,5238125,2013-Apr-12,Long Jump,f,10th Grade,Canby Invitational,11' 11,OR
1776,5238125,2013-Apr-17,Long Jump,f,10th Grade,Mid-Willamette 4-Way @ Woodburn,11' 2.5,OR
1777,5238125,2009-May-7,100 Meters,f,6th Grade,Linus Pauling @ Cheldelin,15.94c,OR
1778,5238125,2009-May-14,100 Meters,f,6th Grade,Cheldelin @ Linus Pauling,16.04c,OR
1779,5238125,2009-May-7,"100m Hurdles - 30""",f,6th Grade,Linus Pauling @ Cheldelin,23.84c,OR
1780,5238125,2009-May-14,"100m Hurdles - 30""",f,6th Grade,Cheldelin @ Linus Pauling,22.24c,OR
1781,4522098,2012-Mar-10,High Jump,m,11th Grade,Grayson Home Meet #2 ,5' 4,GA
1782,4522098,2012-Mar-13,High Jump,m,11th Grade,Archer Tigers Invitational,5' 6,GA
1783,4522098,2012-Mar-15,High Jump,m,11th Grade,Parkview JV All Comers,5' 8,GA
1784,4522098,2012-Mar-24,High Jump,m,11th Grade,Gwinnett County Track & Field Championship,5' 10,GA
1785,4522098,2012-Apr-11,High Jump,m,11th Grade,Region 8 - JV Invitational,5' 10,GA
1786,4522098,2012-Mar-24,Triple Jump,m,11th Grade,Gwinnett County Track & Field Championship,35' 7.5,GA
1787,4522098,2012-Apr-11,Triple Jump,m,11th Grade,Region 8 - JV Invitational,36' 4.75,GA
1788,9751437,2017-Apr-21,100 Meters,f,7th Grade,Stewart @ Truman,14.64c,WA
1789,9751437,2017-Apr-28,100 Meters,f,7th Grade,TRUMAN/JASON LEE,14.54c,WA
1790,9751437,2017-May-12,100 Meters,f,7th Grade,First Creek @Truman,14.44cSR,WA
1791,9751437,2017-May-19,100 Meters,f,7th Grade,Truman @ Gray,SCR,WA
1792,9751437,2017-May-24,100 Meters,f,7th Grade,Tacoma Middle School Championship,14.54,WA
1793,9751437,2017-May-12,200 Meters,f,7th Grade,First Creek @Truman,SCR,WA
1794,9751437,2017-Apr-21,"55m Hurdles - 33""",f,7th Grade,Stewart @ Truman,10.94c,WA
1795,9751437,2017-May-5,"55m Hurdles - 33""",f,7th Grade,MASON/TRUMAN,SCR,WA
1796,9751437,2017-May-24,"55m Hurdles - 33""",f,7th Grade,Tacoma Middle School Championship,SCR,WA
1797,9751437,2017-Apr-28,Long Jump,f,7th Grade,TRUMAN/JASON LEE,SCR,WA
1798,9751437,2017-May-5,Long Jump,f,7th Grade,MASON/TRUMAN,SCR,WA
1799,9751437,2017-May-12,Long Jump,f,7th Grade,First Creek @Truman,SCR,WA
1800,9751437,2016-Apr-21,100 Meters,f,6th Grade,Truman/Jason Lee/Stewart,15.34c,WA
1801,9751437,2016-Apr-28,100 Meters,f,6th Grade,Truman/Stewart/Gray,14.74c,WA
1802,9751437,2016-May-5,100 Meters,f,6th Grade,Mason/Truman,14.24c,WA
1803,9751437,2016-May-12,100 Meters,f,6th Grade,Meeker/Truman,15.14c,WA
1804,9751437,2016-May-19,100 Meters,f,6th Grade,Truman/Baker,SCR,WA
1805,9751437,2016-May-25,100 Meters,f,6th Grade,Tacoma Middle School Track & Field Championships,15.60,WA
1806,9751437,2016-Apr-21,200 Meters,f,6th Grade,Truman/Jason Lee/Stewart,31.44c,WA
1807,9751437,2016-Apr-28,200 Meters,f,6th Grade,Truman/Stewart/Gray,35.34c,WA
1808,9751437,2016-May-19,"55m Hurdles - 30""",f,6th Grade,Truman/Baker,SCR,WA
1809,6475119,2017-Mar-9,"110m Hurdles - 39""",m,12th Grade,Breckenridge Buckaroo Relays,15.84c,TX
1810,6475119,2017-Apr-1,"110m Hurdles - 39""",m,12th Grade,90th Clyde Littlefield Texas Relays - HS (Th-Sa),16.08 (2.1),TX
1811,6475119,2017-Apr-20,"110m Hurdles - 39""",m,12th Grade,UIL 3A Area 07/08,15.29,TX
1812,6475119,2017-Apr-29,"110m Hurdles - 39""",m,12th Grade,UIL 3A Region I (F-Sa),15.21,TX
1813,6475119,2017-Apr-29,"110m Hurdles - 39""",m,12th Grade,UIL 3A Region I (F-Sa),15.11SR,TX
1814,6475119,2017-Mar-9,"300m Hurdles - 36""",m,12th Grade,Breckenridge Buckaroo Relays,41.74c,TX
1815,6475119,2017-Apr-20,"300m Hurdles - 36""",m,12th Grade,UIL 3A Area 07/08,39.47,TX
1816,6475119,2017-Apr-29,"300m Hurdles - 36""",m,12th Grade,UIL 3A Region I (F-Sa),40.17,TX
1817,6475119,2017-Apr-29,"300m Hurdles - 36""",m,12th Grade,UIL 3A Region I (F-Sa),40.74,TX
1818,6475119,2017-Mar-9,Long Jump,m,12th Grade,Breckenridge Buckaroo Relays,19' 9.75,TX
1819,6475119,2016-Mar-3,100 Meters,m,11th Grade,San Saba Armadillo Relays,11.76,TX
1820,6475119,2016-Mar-3,200 Meters,m,11th Grade,San Saba Armadillo Relays,24.79,TX
1821,6475119,2016-Mar-3,400 Meters,m,11th Grade,San Saba Armadillo Relays,56.61,TX
1822,6475119,2016-Apr-2,"110m Hurdles - 39""",m,11th Grade,Nike Clyde Littlefield Texas Relays,16.61 (1.8),TX
1823,6475119,2016-Apr-30,"110m Hurdles - 39""",m,11th Grade,UIL 3A Region II (Fr-Sa),15.72,TX
1824,6475119,2016-Apr-30,"110m Hurdles - 39""",m,11th Grade,UIL 3A Region II (Fr-Sa),15.37,TX
1825,6475119,2016-May-13,"110m Hurdles - 39""",m,11th Grade,TX UIL 3A State Championships,15.11 (.6,TX
1826,6475119,2016-Apr-30,"300m Hurdles - 36""",m,11th Grade,UIL 3A Region II (Fr-Sa),42.48SR,TX
1827,6475119,2016-Apr-30,"300m Hurdles - 36""",m,11th Grade,UIL 3A Region II (Fr-Sa),DQ,TX
1828,6475119,2015-Mar-19,"110m Hurdles - 39""",m,10th Grade,Early Longhorn Relays,16.19,TX
1829,6475119,2015-Mar-26,"110m Hurdles - 39""",m,10th Grade,Jacksboro Invitational,15.88,TX
1830,6475119,2015-Apr-16,"110m Hurdles - 39""",m,10th Grade,11-3A District Championships,16.91,TX
1831,6475119,2015-Apr-22,"110m Hurdles - 39""",m,10th Grade,11-12 3A Area Championship,15.71SR,TX
1832,6475119,2015-May-2,"110m Hurdles - 39""",m,10th Grade,UIL Region 2-3A,15.79,TX
1833,6475119,2015-May-2,"110m Hurdles - 39""",m,10th Grade,UIL Region 2-3A,16.02,TX
1834,6475119,2015-Mar-19,Long Jump,m,10th Grade,Early Longhorn Relays,19' 0,TX
1835,6475119,2015-Mar-26,Long Jump,m,10th Grade,Jacksboro Invitational,DQ,TX
1836,6475119,2015-Apr-16,Long Jump,m,10th Grade,11-3A District Championships,19' 5SR,TX
1837,6475119,2015-Apr-16,Triple Jump,m,10th Grade,11-3A District Championships,39' 5,TX
1838,6475119,2014-Mar-15,"110m Hurdles - 39""",m,9th Grade,Possum Kingdom Relays,16.68SR,TX
1839,6475119,2014-Mar-15,Long Jump,m,9th Grade,Possum Kingdom Relays,17' 8.5SR,TX
1840,6475119,2014-Mar-15,Triple Jump,m,9th Grade,Possum Kingdom Relays,36' 3.25SR,TX
1841,12776403,2018-Feb-26,100 Meters,f,?,Westside Quad Meet,SCR,GA
1842,12776403,2018-Feb-26,"100m Hurdles - 30""",f,?,Westside Quad Meet,21.29,GA
1843,12776403,2018-Feb-26,High Jump,f,?,Westside Quad Meet,3' 10,GA
1844,12776403,2018-Feb-26,Triple Jump,f,?,Westside Quad Meet,23' 6.5,GA
1845,4447919,2011-Apr-29,Triple Jump,m,?,Georgia MS State Championships,34' 8,GA
1846,1803268,2010-May-22,400 Meters,f,?,Eastern Connecticut Conference Championships,1:18.28,CT
1847,1803268,1201-Jan-29,300 Meters,f,?,Doug Sharples Indoor Invitational,SCR,CT
1848,1803268,1201-Jan-29,600 Meters,f,?,Doug Sharples Indoor Invitational,SCR,CT
1849,10063811,1201-Dec-16,55 Meter Dash,f,12th Grade,Hartford Public #1,9.46,CT
1850,10063811,1201-Dec-28,55 Meter Dash,f,12th Grade,2nd Wilton Wright Invitational,9.59,CT
1851,10063811,1201-Jan-7,55 Meter Dash,f,12th Grade,2nd James Barber Invitational,9.63,CT
1852,10063811,1201-Jan-18,55 Meter Dash,f,12th Grade,Wesleyan Track & Field Qualifier Meet 1,9.61,CT
1853,10063811,1201-Jan-18,300 Meters,f,12th Grade,Wesleyan Track & Field Qualifier Meet 1,57.01,CT
1854,10063811,1201-Dec-16,600 Meters,f,12th Grade,Hartford Public #1,2:24.3h,CT
1855,10063811,1201-Dec-30,600 Meters,f,12th Grade,Hartford Public #2,1:53.9h,CT
1856,10063811,1201-Jan-11,600 Meters,f,12th Grade,Wesleyan Track & Field Qualifier Meet 2,2:16.79,CT
1857,10063811,1201-Jan-11,600 Meters,f,12th Grade,Wesleyan T&F Qualifier Meet 2,2:16.79,CT
1858,10063811,1201-Jan-7,1000 Meters,f,12th Grade,2nd James Barber Invitational,4:23.28,CT
1859,10063811,1201-Dec-18,SMR 1600m,f,12th Grade,"Relay Rust Buster InvitationalYaleska Santiago, Shannon Cully, Hope Johnsky, Dayna Houle",5:32.49,CT
1860,10063811,1201-Jan-27,SMR 1600m,f,12th Grade,"CCC Indoor TF ChampionshipShannon Cully, Alicia Rappleyea, Dayna Houle, Kasey Buchas",5:21.77,CT
1861,10063811,2017-Apr-8,200 Meters,f,11th Grade,12th Bloomfield Invitational,30.92,CT
1862,8058662,2019-Mar-20,"100m Hurdles - 33""",f,10th Grade,"Wilson, Spanaway Lake at Lakes",21.26,WA
1863,8058662,2019-Mar-28,"100m Hurdles - 33""",f,10th Grade,Bonney Lake vs. Wilson,20.85,WA
1864,8058662,2019-Apr-10,"100m Hurdles - 33""",f,10th Grade,Lincoln @ Wilson,21.96,WA
1865,8058662,2019-Apr-13,"100m Hurdles - 33""",f,10th Grade,Tacoma Invitational,22.31,WA
1866,8058662,2019-Apr-20,"100m Hurdles - 33""",f,10th Grade,South Sound Classic ,21.64c,WA
1867,8058662,2019-Apr-24,"100m Hurdles - 33""",f,10th Grade,Mt. Tahoma @ Wilson,20.79,WA
1868,8058662,2019-Apr-27,"100m Hurdles - 33""",f,10th Grade,Bill Harris Invitational,20.90,WA
1869,8058662,2019-May-1,"100m Hurdles - 33""",f,10th Grade,Wilson vs. Stadium,20.92,WA
1870,8058662,2019-May-10,"100m Hurdles - 33""",f,10th Grade,"PCL 3A Championships, Day 1",20.61,WA
1871,8058662,2019-May-11,"100m Hurdles - 33""",f,10th Grade,"PCL 3A Championships, Day 2",20.61,WA
1872,8058662,2019-Apr-10,"300m Hurdles - 30""",f,10th Grade,Lincoln @ Wilson,1:04.93,WA
1873,8058662,2019-Apr-24,"300m Hurdles - 30""",f,10th Grade,Mt. Tahoma @ Wilson,59.93,WA
1874,8058662,2019-May-1,"300m Hurdles - 30""",f,10th Grade,Wilson vs. Stadium,1:01.53,WA
1875,8058662,2019-May-11,"300m Hurdles - 30""",f,10th Grade,"PCL 3A Championships, Day 2",58.23,WA
1876,8058662,2018-Mar-21,"100m Hurdles - 33""",f,9th Grade,"Stadium, Wilson, Bonney Lake",20.76,WA
1877,8058662,2018-Mar-29,"100m Hurdles - 33""",f,9th Grade,Spanaway Lake @ Wilson,21.01,WA
1878,8058662,2018-Apr-11,"100m Hurdles - 33""",f,9th Grade,Lakes vs Wilson,21.02,WA
1879,8058662,2018-Apr-18,"100m Hurdles - 33""",f,9th Grade,"Mt Tahoma,Wilson,Lincoln @ Mount Tahoma",21.19,WA
1880,8058662,2018-Apr-26,"100m Hurdles - 33""",f,9th Grade,Bethel vs. Wilson @ Wilson,21.71,WA
1881,8058662,2018-Apr-28,"100m Hurdles - 33""",f,9th Grade,Bill Harris Invitational,21.03,WA
1882,8058662,2018-May-12,"100m Hurdles - 33""",f,9th Grade,"PCL 3A Championships, Day 2",20.64,WA
1883,8058662,2018-May-12,"100m Hurdles - 33""",f,9th Grade,"PCL 3A Championships, Day 1",20.64SR,WA
1884,8058662,2018-Mar-21,"300m Hurdles - 30""",f,9th Grade,"Stadium, Wilson, Bonney Lake",1:05.03,WA
1885,8058662,2018-Mar-29,"300m Hurdles - 30""",f,9th Grade,Spanaway Lake @ Wilson,1:06.32,WA
1886,8058662,2018-Apr-7,"300m Hurdles - 30""",f,9th Grade,Wilson Spring Break Open,1:03.59,WA
1887,8058662,2018-Apr-11,"300m Hurdles - 30""",f,9th Grade,Lakes vs Wilson,1:03.37,WA
1888,8058662,2018-Apr-18,"300m Hurdles - 30""",f,9th Grade,"Mt Tahoma,Wilson,Lincoln @ Mount Tahoma",1:02.58SR,WA
1889,8058662,2018-Apr-26,"300m Hurdles - 30""",f,9th Grade,Bethel vs. Wilson @ Wilson,1:03.06,WA
1890,8058662,2018-Mar-24,4x55 Shuttle Hurdles,f,9th Grade,"The Curtis Viking Relay ChampionshipsCassidy McCloud, Emily Ehly, Allyson Aguilar, Savannah Baker",42.99,WA
1891,8058662,2017-Apr-21,100 Meters,f,8th Grade,Stewart @ Truman,17.94c,WA
1892,8058662,2017-Apr-28,100 Meters,f,8th Grade,TRUMAN/JASON LEE,16.64c,WA
1893,8058662,2017-May-12,100 Meters,f,8th Grade,First Creek @Truman,17.14c,WA
1894,8058662,2017-May-19,100 Meters,f,8th Grade,Truman @ Gray,16.54cSR,WA
1895,8058662,2017-May-24,100 Meters,f,8th Grade,Tacoma Middle School Championship,16.69,WA
1896,8058662,2017-Apr-21,"55m Hurdles - 33""",f,8th Grade,Stewart @ Truman,11.54c,WA
1897,8058662,2017-Apr-28,"55m Hurdles - 33""",f,8th Grade,TRUMAN/JASON LEE,11.64c,WA
1898,8058662,2017-May-5,"55m Hurdles - 33""",f,8th Grade,MASON/TRUMAN,11.54c,WA
1899,8058662,2017-May-12,"55m Hurdles - 33""",f,8th Grade,First Creek @Truman,11.14c,WA
1900,8058662,2017-May-19,"55m Hurdles - 33""",f,8th Grade,Truman @ Gray,11.14c,WA
1901,8058662,2017-May-24,"55m Hurdles - 33""",f,8th Grade,Tacoma Middle School Championship,10.76,WA
1902,8058662,2017-Apr-21,Long Jump,f,8th Grade,Stewart @ Truman,SCR,WA
1903,8058662,2017-Apr-28,Long Jump,f,8th Grade,TRUMAN/JASON LEE,SCR,WA
1904,8058662,2017-May-5,Long Jump,f,8th Grade,MASON/TRUMAN,SCR,WA
1905,8058662,2017-May-12,Long Jump,f,8th Grade,First Creek @Truman,SCR,WA
1906,8058662,2016-Apr-21,100 Meters,f,7th Grade,Truman/Jason Lee/Stewart,16.64c,WA
1907,8058662,2016-Apr-28,100 Meters,f,7th Grade,Truman/Stewart/Gray,16.94c,WA
1908,8058662,2016-May-5,100 Meters,f,7th Grade,Mason/Truman,16.24c,WA
1909,8058662,2016-May-12,100 Meters,f,7th Grade,Meeker/Truman,16.84c,WA
1910,8058662,2016-May-19,100 Meters,f,7th Grade,Truman/Baker,16.24c,WA
1911,8058662,2016-Apr-21,"55m Hurdles - 30""",f,7th Grade,Truman/Jason Lee/Stewart,10.84cSR,WA
1912,8058662,2016-Apr-28,"55m Hurdles - 30""",f,7th Grade,Truman/Stewart/Gray,12.74c,WA
1913,8058662,2016-May-5,"55m Hurdles - 30""",f,7th Grade,Mason/Truman,10.94c,WA
1914,8058662,2016-May-12,"55m Hurdles - 30""",f,7th Grade,Meeker/Truman,11.04c,WA
1915,8058662,2016-May-19,"55m Hurdles - 30""",f,7th Grade,Truman/Baker,11.14c,WA
1916,8058662,2016-May-25,"55m Hurdles - 30""",f,7th Grade,Tacoma Middle School Track & Field Championships,11.16,WA
1917,8058662,2016-Apr-21,Long Jump,f,7th Grade,Truman/Jason Lee/Stewart,10' 11,WA
1918,8058662,2016-May-5,Long Jump,f,7th Grade,Mason/Truman,SCR,WA
1919,8058662,2016-May-25,Long Jump,f,7th Grade,Tacoma Middle School Track & Field Championships,ND,WA
1920,8058662,2015-May-6,100 Meters,f,6th Grade,TRUMAN/JASON LEE/STEWART,16.44cSR,WA
1921,8058662,2015-May-13,100 Meters,f,6th Grade,TRUMAN/FIRST CREEK/STEWART,16.44c,WA
1922,8058662,2015-May-20,100 Meters,f,6th Grade,GIAUDRONE/TRUMAN,16.64c,WA
1923,8058662,2015-May-27,100 Meters,f,6th Grade,Middle School Championships,16.58,WA
1924,8058662,2015-May-6,"55m Hurdles - 30""",f,6th Grade,TRUMAN/JASON LEE/STEWART,11.14c,WA
1925,8058662,2015-May-13,"55m Hurdles - 30""",f,6th Grade,TRUMAN/FIRST CREEK/STEWART,11.24c,WA
1926,8058662,2015-May-20,"55m Hurdles - 30""",f,6th Grade,GIAUDRONE/TRUMAN,10.64c,WA
1927,8058662,2015-May-27,"55m Hurdles - 30""",f,6th Grade,Middle School Championships,10.63,WA
1928,4337684,2012-May-30,"100m Hurdles - 30""",m,6th Grade,Olympic Vs Cascade Vs North Tapps,22.64c,WA
1929,12741726,2019-Apr-11,100 Meters,f,10th Grade,Ram Invite,14.16,IL
1930,12741726,2019-Apr-18,100 Meters,f,10th Grade,Wauconda Girls Track & Field Invitational,13.94,IL
1931,12741726,2019-Apr-25,100 Meters,f,10th Grade,2019 Girls Lake County Invitational,13.89,IL
1932,12741726,2019-May-2,100 Meters,f,10th Grade,NLCC Girls Conference Championship,13.91,IL
1933,12741726,2019-May-9,100 Meters,f,10th Grade,IHSA 3A Girls Antioch Sectional,14.01,IL
1934,12741726,2019-Apr-18,200 Meters,f,10th Grade,Wauconda Girls Track & Field Invitational,29.77,IL
1935,12741726,2019-Apr-25,200 Meters,f,10th Grade,2019 Girls Lake County Invitational,28.65,IL
1936,12741726,2019-May-2,200 Meters,f,10th Grade,NLCC Girls Conference Championship,29.55,IL
1937,12741726,2019-May-9,200 Meters,f,10th Grade,IHSA 3A Girls Antioch Sectional,29.69,IL
1938,12741726,1201-Mar-7,55 Meter Dash,f,10th Grade,NLCC Boys & Girls Indoor Conference Meet,8.11,IL
1939,12741726,1201-Feb-23,400 Meters,f,10th Grade,Wheeling Girls Indoor Invite,1:19.04c,IL
1940,12741726,2018-Apr-12,100 Meters,f,9th Grade,Grayslake Central Girls Invitational,14.59,IL
1941,12741726,2018-Apr-20,100 Meters,f,9th Grade,Wauconda Girls Invitational,14.24c,IL
1942,12741726,2018-Apr-26,100 Meters,f,9th Grade,Lake County Girls Championships,14.10SR,IL
1943,12741726,2018-May-3,100 Meters,f,9th Grade,Northern Lake County Conference Championships,14.69,IL
